Eviction ID,Address,Neighborhoods - Analysis Boundaries
M090295,200 Block Of Turk  Street,Tenderloin
M090297,1200 Block Of 24th  Avenue,Sunset/Parkside
M090298,0 Block Of Lawrence  Avenue,Outer Mission
M090299,0 Block Of Lawrence  Avenue,Outer Mission
M090221,600 Block Of 6th  Avenue,Inner Richmond
M090292,800 Block Of 27th  Avenue,Outer Richmond
M090294,0 Block Of Beaver  Street,Castro/Upper Market
M090222,800 Block Of Peralta  Avenue,Bernal Heights
M090291,1200 Block Of Florida  Street,Mission
M090293,900 Block Of Valencia  Street,Mission
M090290,1700 Block Of Great  Highway,Sunset/Parkside
M090289,100 Block Of Leland  Avenue,Visitacion Valley
M090279,100 Block Of Hyde  Street,Tenderloin
M090276,1400 Block Of Clayton  Street,Castro/Upper Market
M090281,1000 Block Of Girard  Street,Portola
M090285,1200 Block Of Mcallister  Street,Western Addition
M090288,100 Block Of Eddy  Street,Tenderloin
M090286,0 Block Of Mason  Street,Tenderloin
M090278,0 Block Of Mason  Street,Tenderloin
M090280,400 Block Of Ellis  Street,Tenderloin
M090287,1100 Block Of Howard  Street,South of Market
M090282,200 Block Of Eddy  Street,Tenderloin
M090277,1000 Block Of Market  Street,Tenderloin
M090284,0 Block Of Mason  Street,Tenderloin
M090283,0 Block Of Mcallister  Street,Tenderloin
M090275,0 Block Of Parkridge  Drive,Twin Peaks
M090274,1200 Block Of 3rd  Avenue,Inner Sunset
M090272,300 Block Of London  Street,Excelsior
M090220,100 Block Of Parnassus  Avenue,Haight Ashbury
M090273,2400 Block Of 23rd  Avenue,Sunset/Parkside
M090244,100 Block Of Frederick  Street,Haight Ashbury
M090247,1000 Block Of Eddy  Street,Western Addition
M090240,400 Block Of Broderick  Street,Hayes Valley
M090016,500 Block Of Naples  Street,Excelsior
M090249,100 Block Of Columbus  Avenue,Chinatown
M090248,1700 Block Of Great  Highway,Sunset/Parkside
M090242,100 Block Of Frederick  Street,Haight Ashbury
M090246,100 Block Of Frederick  Street,Haight Ashbury
M090219,800 Block Of 30th  Avenue,Outer Richmond
M090250,1700 Block Of Mckinnon  Avenue,Bayview Hunters Point
M090243,100 Block Of Frederick  Street,Haight Ashbury
M090245,100 Block Of Frederick  Street,Haight Ashbury
M090241,1100 Block Of Valencia  Street,Mission
M090018,400 Block Of Los Palmos  Drive,West of Twin Peaks
M090017,1700 Block Of Cabrillo  Street,Outer Richmond
M090217,300 Block Of Union  Street,North Beach
M090218,200 Block Of Cotter  Street,Outer Mission
M090215,2600 Block Of California  Street,Pacific Heights
M090214,900 Block Of Ofarrell  Street,Tenderloin
M090239,200 Block Of Lisbon  Street,Excelsior
M090216,2600 Block Of California  Street,Pacific Heights
M090211,200 Block Of Hyde  Street,Tenderloin
M090209,910900 Block Of Geary  Street,Tenderloin
M090212,0 Block Of Crescent  Avenue,Bernal Heights
M090210,1600 Block Of 38th  Avenue,Sunset/Parkside
M090213,200 Block Of Howth  Street,Oceanview/Merced/Ingleside
M090207,900 Block Of Valencia  Street,Mission
M090206,100 Block Of College  Avenue,Bernal Heights
M090208,200 Block Of Steiner  Street,Haight Ashbury
M090205,1100 Block Of Market  Street,South of Market
M090015,600 Block Of 24th  Avenue,Outer Richmond
M090203,300 Block Of 26th  Avenue,Outer Richmond
M090204,3500 Block Of 21st  Street,Noe Valley
M090191,4700 Block Of Mission  Street,Excelsior
M090187,4700 Block Of Mission  Street,Excelsior
M090202,100 Block Of Divisadero  Street,Haight Ashbury
M090010,200 Block Of 27th  Street,Noe Valley
M090013,500 Block Of 20th  Avenue,Outer Richmond
M090190,4700 Block Of Mission  Street,Excelsior
M090188,4700 Block Of Mission  Street,Excelsior
M090011,500 Block Of 20th  Avenue,Outer Richmond
M090014,2200 Block Of Pacific  Avenue,Pacific Heights
M090192,4700 Block Of Mission  Street,Excelsior
M090189,4700 Block Of Mission  Street,Excelsior
M090193,4700 Block Of Mission  Street,Excelsior
M090201,300 Block Of Turk  Street,Tenderloin
M090012,500 Block Of 20th  Avenue,Outer Richmond
M090186,2200 Block Of 15th  Street,Castro/Upper Market
M090200,2200 Block Of Broadway  Street,
M090199,500 Block Of Blanken  Avenue,Bayview Hunters Point
M090198,1000 Block Of Lincoln  Way,Inner Sunset
M090194,0 Block Of Mason  Street,Tenderloin
M090195,800 Block Of Ofarrell  Street,Tenderloin
M090196,400 Block Of Ellis  Street,Tenderloin
M090009,200 Block Of Randall  Street,Glen Park
M090197,800 Block Of Ellis  Street,Tenderloin
M090180,200 Block Of Sagamore  Street,Oceanview/Merced/Ingleside
M090179,1400 Block Of Palou  Avenue,Bayview Hunters Point
M090181,1900 Block Of Judah  Street,Sunset/Parkside
M090177,2000 Block Of Keith  Street,Bayview Hunters Point
M090183,900 Block Of Ashbury  Street,Haight Ashbury
M090178,600 Block Of Ashbury  Street,Haight Ashbury
M090176,1100 Block Of Dolores  Street,Noe Valley
M090185,900 Block Of Ashbury  Street,Haight Ashbury
M090182,900 Block Of Ashbury  Street,Haight Ashbury
M090184,900 Block Of Ashbury  Street,Haight Ashbury
M090175,1400 Block Of 9th  Avenue,Inner Sunset
M090174,1000 Block Of Green  Street,Russian Hill
M090169,600 Block Of 7th  Avenue,Inner Richmond
M090170,700 Block Of Bryant  Street,South of Market
M090171,100 Block Of Broad  Street,Oceanview/Merced/Ingleside
M090173,100 Block Of Broad  Street,Oceanview/Merced/Ingleside
M090172,100 Block Of Broad  Street,Oceanview/Merced/Ingleside
M090168,2900 Block Of Clement  Street,Outer Richmond
M090008,3600 Block Of Folsom  Street,Bernal Heights
M090162,900 Block Of Ashbury  Street,Haight Ashbury
M090167,1100 Block Of Hayes  Street,Hayes Valley
M090166,1300 Block Of 43rd  Avenue,Sunset/Parkside
M090165,700 Block Of Brannan  Street,South of Market
M090163,900 Block Of Ashbury  Street,Haight Ashbury
M090160,900 Block Of Ashbury  Street,Haight Ashbury
M090161,900 Block Of Ashbury  Street,Haight Ashbury
M090154,500 Block Of Hyde  Street,Tenderloin
M090157,100 Block Of Haight  Street,Hayes Valley
M090158,1600 Block Of 38th  Avenue,Sunset/Parkside
M090156,100 Block Of Haight  Street,Hayes Valley
M090155,500 Block Of Hyde  Street,Tenderloin
M090159,1500 Block Of Leavenworth  Street,Nob Hill
M090153,0 Block Of Turk  Street,Tenderloin
M090152,400 Block Of 30th  Street,Glen Park
M090151,2300 Block Of 42nd  Avenue,Sunset/Parkside
M090149,1700 Block Of Market  Street,Mission
M090150,1400 Block Of 23rd  Avenue,Sunset/Parkside
M090111,0 Block Of Hoff  Street,Mission
M090112,1300 Block Of 14th  Avenue,Inner Sunset
M090110,0 Block Of Prosper  Street,Castro/Upper Market
M090148,200 Block Of Cotter  Street,Outer Mission
M090006,0 Block Of 6th  Avenue,Inner Richmond
M090108,1000 Block Of Portola  Drive,West of Twin Peaks
M090106,1200 Block Of 3rd  Avenue,Inner Sunset
M090109,1000 Block Of Portola  Drive,West of Twin Peaks
M090103,900 Block Of Ofarrell  Street,Tenderloin
M090104,0 Block Of Athens  Street,Excelsior
M090107,1000 Block Of Portola  Drive,West of Twin Peaks
M090105,600 Block Of Cole  Street,Haight Ashbury
M090005,2700 Block Of 22nd  Street,Mission
M090007,600 Block Of Cole  Street,Haight Ashbury
M090099,1500 Block Of 46th  Avenue,Sunset/Parkside
M090101,2800 Block Of Bush  Street,Presidio Heights
M090098,300 Block Of Oak  Street,Hayes Valley
M090102,2100 Block Of Pine  Street,Pacific Heights
M090100,2800 Block Of Bush  Street,Presidio Heights
M090097,5600 Block Of Mission  Street,Excelsior
M090095,2200 Block Of Mason  Street,North Beach
M090093,2400 Block Of 24th  Avenue,Sunset/Parkside
M090096,2200 Block Of Mason  Street,North Beach
M090090,1500 Block Of Golden Gate  Avenue,Western Addition
M090092,2400 Block Of 24th  Avenue,Sunset/Parkside
M090094,2200 Block Of Mason  Street,North Beach
M090091,2400 Block Of 24th  Avenue,Sunset/Parkside
M090088,100 Block Of Liberty  Street,Mission
M090084,800 Block Of Sacramento  Street,Chinatown
M090004,2100 Block Of Bay  Street,Marina
M090086,800 Block Of Sacramento  Street,Chinatown
M090003,500 Block Of 9th  Avenue,Inner Richmond
M090089,2400 Block Of 23rd  Avenue,Sunset/Parkside
M090082,800 Block Of Sacramento  Street,Chinatown
M090085,800 Block Of Sacramento  Street,Chinatown
M090083,800 Block Of Sacramento  Street,Chinatown
M090081,800 Block Of Sacramento  Street,Chinatown
M090087,800 Block Of Sacramento  Street,Chinatown
M090079,500 Block Of South Van Ness  Avenue,Mission
M090080,700 Block Of Haight  Street,Haight Ashbury
M090071,100 Block Of New Montgomery  Street,Financial District/South Beach
M090074,900 Block Of Oak  Street,Hayes Valley
M090069,1700 Block Of Van Ness  Avenue,Pacific Heights
M090077,900 Block Of Oak  Street,Hayes Valley
M090067,1400 Block Of Powell  Street,Chinatown
M090073,900 Block Of Oak  Street,Hayes Valley
M090078,1100 Block Of Ingerson  Avenue,Bayview Hunters Point
M090070,100 Block Of New Montgomery  Street,Financial District/South Beach
M090066,900 Block Of Cole  Street,Haight Ashbury
M090075,900 Block Of Oak  Street,Hayes Valley
M090068,4600 Block Of 19th  Street,Castro/Upper Market
M090076,900 Block Of Oak  Street,Hayes Valley
M090072,100 Block Of New Montgomery  Street,Financial District/South Beach
M090065,100 Block Of Haight  Street,Hayes Valley
M090064,2100 Block Of 35th  Avenue,Sunset/Parkside
M090063,500 Block Of 34th  Avenue,Outer Richmond
M090062,100 Block Of Haight  Street,Hayes Valley
M090061,100 Block Of Haight  Street,Hayes Valley
M090060,200 Block Of 21st  Avenue,Outer Richmond
M090059,2100 Block Of Bay  Street,Marina
M090058,600 Block Of Masonic  Avenue,Lone Mountain/USF
M090057,100 Block Of 6th  Street,South of Market
M090052,100 Block Of Turk  Street,Tenderloin
M090049,1200 Block Of Fulton  Street,Hayes Valley
M090055,1500 Block Of Grant  Avenue,North Beach
M090047,2100 Block Of Mission  Street,Mission
M090051,100 Block Of Eddy  Street,Tenderloin
M090056,2700 Block Of Folsom  Street,Mission
M090054,900 Block Of Page  Street,Haight Ashbury
M090050,200 Block Of Eddy  Street,Tenderloin
M090048,1500 Block Of Sutter  Street,Japantown
M090053,500 Block Of 27th  Avenue,Outer Richmond
M090044,500 Block Of Oak Park  Drive,Inner Sunset
M090042,1100 Block Of Market  Street,South of Market
M090043,500 Block Of Oak Park  Drive,Inner Sunset
M090041,5800 Block Of Mission  Street,Outer Mission
M090045,600 Block Of Burnett  Avenue,Twin Peaks
M090040,100 Block Of 6th  Street,South of Market
M090046,1200 Block Of 3rd  Avenue,Inner Sunset
M090036,2700 Block Of Market  Street,Castro/Upper Market
M090039,900 Block Of Valencia  Street,Mission
M090035,3600 Block Of Mission  Street,Bernal Heights
M090034,500 Block Of Minna  Street,South of Market
M090038,2500 Block Of Sutter  Street,Pacific Heights
M090037,300 Block Of Gough  Street,Hayes Valley
M090033,100 Block Of Broderick  Street,Haight Ashbury
M090032,1000 Block Of Hollister  Avenue,Bayview Hunters Point
M090030,1300 Block Of Turk  Street,Western Addition
M090001,1200 Block Of Vallejo  Street,Russian Hill
M090029,500 Block Of Oak Park  Drive,Inner Sunset
M090031,600 Block Of Fell  Street,Hayes Valley
M090025,2000 Block Of Broadway  Street,
M090024,1300 Block Of Hayes  Street,Hayes Valley
M090023,900 Block Of Potrero  Avenue,Potrero Hill
M090027,700 Block Of 6th  Avenue,Inner Richmond
M090026,4600 Block Of 19th  Street,Castro/Upper Market
M090028,2000 Block Of Broadway  Street,
M090002,900 Block Of Diamond  Street,Noe Valley
M090022,100 Block Of 10th  Street,South of Market
M090021,0 Block Of Theresa  Street,Outer Mission
M090019,300 Block Of Clement  Street,Inner Richmond
M090020,0 Block Of 12th  Street,Mission
M081628,2000 Block Of Laguna  Street,Pacific Heights
M081992,200 Block Of Hyde  Street,Tenderloin
M081993,0 Block Of Russia  Street,
M081991,1600 Block Of Hyde  Street,Russian Hill
M081976,1200 Block Of 3rd  Avenue,Inner Sunset
M081627,700 Block Of Arguello  Boulevard,Inner Richmond
M081975,500 Block Of Oak  Street,Hayes Valley
M081626,2000 Block Of Balboa  Street,Outer Richmond
M081971,700 Block Of Washington  Street,Chinatown
M081973,500 Block Of Oak  Street,Hayes Valley
M081972,2000 Block Of Fulton  Street,Lone Mountain/USF
M081974,500 Block Of Oak  Street,Hayes Valley
M081625,200 Block Of Edinburgh  Street,Excelsior
M081968,300 Block Of Clement  Street,Inner Richmond
M081969,300 Block Of Pierce  Street,Haight Ashbury
M081970,500 Block Of Vallejo  Street,North Beach
M081967,1500 Block Of Revere  Avenue,Bayview Hunters Point
M081624,400 Block Of Pennsylvania  Avenue,Potrero Hill
M081965,1200 Block Of Mcallister  Street,Western Addition
M081966,700 Block Of Bryant  Street,South of Market
M081962,600 Block Of Brazil  Avenue,Excelsior
M081964,1500 Block Of Revere  Avenue,Bayview Hunters Point
M081952,200 Block Of Granada  Avenue,Oceanview/Merced/Ingleside
M081963,600 Block Of Brazil  Avenue,Excelsior
M081622,0 Block Of Seward  Street,Twin Peaks
M081623,2600 Block Of Folsom  Street,Mission
M081960,2400 Block Of Geary  Boulevard,Presidio Heights
M081961,0 Block Of Belcher  Street,Castro/Upper Market
M081959,0 Block Of Oliver  Street,Excelsior
M081954,1800 Block Of Pacific  Avenue,Pacific Heights
M081953,1400 Block Of Francisco  Street,Marina
M081957,700 Block Of Bush  Street,Nob Hill
M081955,200 Block Of Lily  Street,Hayes Valley
M081958,1600 Block Of 22nd  Avenue,Sunset/Parkside
M081956,3600 Block Of Mission  Street,Bernal Heights
M081950,5500 Block Of Mission Street,Excelsior
M081949,3500 Block Of 23rd  Street,Mission
M081951,100 Block Of Broad  Street,Oceanview/Merced/Ingleside
M081948,100 Block Of Russ  Street,South of Market
M081946,2400 Block Of Fulton  Street,Lone Mountain/USF
M081947,100 Block Of 6th  Street,South of Market
M081621,700 Block Of Union  Street,Chinatown
M081930,100 Block Of Broad  Street,Oceanview/Merced/Ingleside
M081945,5500 Block Of Mission  Street,Excelsior
M081943,0 Block Of Caine  Avenue,Oceanview/Merced/Ingleside
M081933,100 Block Of Broad  Street,Oceanview/Merced/Ingleside
M081942,1000 Block Of Dolores  Street,Noe Valley
M081932,100 Block Of Broad  Street,Oceanview/Merced/Ingleside
M081934,100 Block Of Broad  Street,Oceanview/Merced/Ingleside
M081931,100 Block Of Broad  Street,Oceanview/Merced/Ingleside
M081944,3100 Block Of Mission  Street,Bernal Heights
M081619,500 Block Of 20th  Avenue,Outer Richmond
M081618,500 Block Of 20th  Avenue,Outer Richmond
M081620,500 Block Of 20th  Avenue,Outer Richmond
M081941,2600 Block Of Lombard  Street,Marina
M081939,400 Block Of South Van Ness  Avenue,Mission
M081929,400 Block Of Union  Street,North Beach
M081940,2100 Block Of 43rd  Avenue,Sunset/Parkside
M081938,200 Block Of Roosevelt  Way,Castro/Upper Market
M081937,3300 Block Of Anza  Street,Outer Richmond
M081936,3300 Block Of Anza  Street,Outer Richmond
M081935,2100 Block Of 43rd  Avenue,Sunset/Parkside
M081928,2000 Block Of California  Street,Pacific Heights
M081926,200 Block Of Eddy  Street,Tenderloin
M081924,1200 Block Of North Point  Street,
M081925,1000 Block Of Market  Street,Tenderloin
M081927,100 Block Of Guerrero  Street,Mission
M081922,1900 Block Of Fell  Street,Lone Mountain/USF
M081923,0 Block Of Turk  Street,Tenderloin
M081920,900 Block Of Rhode Island  Street,Potrero Hill
M081921,100 Block Of Liberty  Street,Mission
M081915,1100 Block Of Page  Street,Haight Ashbury
M081919,900 Block Of Rhode Island  Street,Potrero Hill
M081916,1100 Block Of Page  Street,Haight Ashbury
M081617,1300 Block Of Masonic  Avenue,Haight Ashbury
M081917,300 Block Of London  Street,Excelsior
M081615,800 Block Of Cortland  Avenue,Bernal Heights
M081918,2700 Block Of San Bruno  Avenue,Portola
M081616,300 Block Of 25th  Avenue,Outer Richmond
M081850,1200 Block Of 18th  Avenue,Inner Sunset
M081892,1800 Block Of Powell  Street,North Beach
M081889,2600 Block Of Folsom  Street,Mission
M081891,2600 Block Of Folsom  Street,Mission
M081614,2400 Block Of Steiner  Street,Pacific Heights
M081890,2600 Block Of Folsom  Street,Mission
M081888,2800 Block Of Harrison  Street,Mission
M081887,1000 Block Of Dolores  Street,Noe Valley
M081882,700 Block Of 17th  Avenue,Outer Richmond
M081886,1300 Block Of La Playa  Street,
M081613,100 Block Of Randall  Street,Glen Park
M081612,1200 Block Of 30th  Avenue,Sunset/Parkside
M081611,2600 Block Of Ulloa  Street,Sunset/Parkside
M081884,1300 Block Of Willard  Street,Inner Sunset
M081885,100 Block Of Kiska  Road,Bayview Hunters Point
M081883,1300 Block Of Market  Street,Tenderloin
M081872,2700 Block Of 25th  Street,Mission
M081610,200 Block Of Silver  Avenue,Outer Mission
M081880,2700 Block Of Sacramento  Street,Pacific Heights
M081881,0 Block Of Lobos  Street,Oceanview/Merced/Ingleside
M081874,800 Block Of 44th  Avenue,Outer Richmond
M081873,3500 Block Of Divisadero  Street,Marina
M081875,800 Block Of 44th  Avenue,Outer Richmond
M081876,800 Block Of 44th  Avenue,Outer Richmond
M081879,800 Block Of Excelsior  Avenue,Excelsior
M081877,2700 Block Of 44th  Avenue,Sunset/Parkside
M081878,800 Block Of Corbett  Avenue,Twin Peaks
M081856,1700 Block Of Ocean  Avenue,Oceanview/Merced/Ingleside
M081861,0 Block Of Godeus  Street,Bernal Heights
M081869,1500 Block Of Quesada  Avenue,Bayview Hunters Point
M081870,1500 Block Of Quesada  Avenue,Bayview Hunters Point
M081868,1500 Block Of Quesada  Avenue,Bayview Hunters Point
M081871,1500 Block Of Quesada  Avenue,Bayview Hunters Point
M081857,100 Block Of Liberty  Street,Mission
M081864,0 Block Of Godeus  Street,Bernal Heights
M081858,100 Block Of Liberty  Street,Mission
M081867,0 Block Of Godeus  Street,Bernal Heights
M081862,0 Block Of Godeus  Street,Bernal Heights
M081866,0 Block Of Godeus  Street,Bernal Heights
M081860,2900 Block Of 26th  Avenue,Sunset/Parkside
M081863,0 Block Of Godeus  Street,Bernal Heights
M081865,0 Block Of Godeus  Street,Bernal Heights
M081859,1800 Block Of 21st  Avenue,Sunset/Parkside
M081853,600 Block Of 10th  Avenue,Inner Richmond
M081847,1800 Block Of 21st  Avenue,Sunset/Parkside
M081855,600 Block Of 10th  Avenue,Inner Richmond
M081848,1900 Block Of Ulloa  Street,Sunset/Parkside
M081851,800 Block Of Excelsior  Avenue,Excelsior
M081854,600 Block Of 10th  Avenue,Inner Richmond
M081852,5600 Block Of Mission  Street,Excelsior
M081849,100 Block Of Parque  Drive,Visitacion Valley
M081842,1700 Block Of Lake  Street,Outer Richmond
M081837,400 Block Of Ellis  Street,Tenderloin
M081844,1700 Block Of Lake  Street,Outer Richmond
M081841,0 Block Of Rausch  Street,South of Market
M081845,1700 Block Of Lake  Street,Outer Richmond
M081838,1600 Block Of Grove  Street,Lone Mountain/USF
M081843,1700 Block Of Lake  Street,Outer Richmond
M081835,300 Block Of 24th  Avenue,Outer Richmond
M081839,1600 Block Of Grove  Street,Lone Mountain/USF
M081836,400 Block Of Ellis  Street,Tenderloin
M081609,1900 Block Of Union  Street,Marina
M081840,400 Block Of Green  Street,North Beach
M081834,2100 Block Of 17th  Avenue,West of Twin Peaks
M081825,1500 Block Of Treat  Avenue,Bernal Heights
M081829,800 Block Of Bush  Street,Nob Hill
M081827,200 Block Of 6th  Street,South of Market
M081831,1300 Block Of Haight  Street,Haight Ashbury
M081846,1700 Block Of Cabrillo  Street,Outer Richmond
M081824,1500 Block Of Treat  Avenue,Bernal Heights
M081832,2100 Block Of 17th  Avenue,West of Twin Peaks
M081822,400 Block Of Warren  Drive,Inner Sunset
M081830,1300 Block Of Haight  Street,Haight Ashbury
M081826,200 Block Of Hyde  Street,Tenderloin
M081828,200 Block Of 6th  Street,South of Market
M081823,1500 Block Of Treat  Avenue,Bernal Heights
M081833,2100 Block Of 17th  Avenue,West of Twin Peaks
M081731,100 Block Of Jasper  Place,North Beach
M081729,100 Block Of Jasper  Place,North Beach
M081730,100 Block Of Jasper  Place,North Beach
M081821,100 Block Of Laguna  Street,Hayes Valley
M081817,500 Block Of Jones  Street,Tenderloin
M081732,100 Block Of Jasper  Place,North Beach
M081818,1400 Block Of Palou  Avenue,Bayview Hunters Point
M081728,100 Block Of Jasper  Place,North Beach
M081819,2600 Block Of Fillmore  Street,Pacific Heights
M081727,100 Block Of Jasper  Place,North Beach
M081820,0 Block Of Sumner  Street,South of Market
M081811,200 Block Of Lily  Street,Hayes Valley
M081812,2700 Block Of Folsom  Street,Mission
M081608,2000 Block Of Eddy  Street,Western Addition
M081815,5800 Block Of Mission  Street,Outer Mission
M081814,200 Block Of 9th  Street,South of Market
M081816,1400 Block Of Palou  Avenue,Bayview Hunters Point
M081813,600 Block Of Ashbury  Street,Haight Ashbury
M081810,200 Block Of Lily  Street,Hayes Valley
M081804,400 Block Of Ellis  Street,Tenderloin
M081802,300 Block Of Prospect  Avenue,Bernal Heights
M081806,400 Block Of Ellis  Street,Tenderloin
M081807,1300 Block Of Clayton  Street,Castro/Upper Market
M081808,800 Block Of Shotwell  Street,Mission
M081805,100 Block Of Page  Street,Hayes Valley
M081803,100 Block Of Foote  Street,
M081809,800 Block Of Bush  Street,Nob Hill
M081796,600 Block Of Ashbury  Street,Haight Ashbury
M081798,400 Block Of Frderick  Street,Haight Ashbury
M081607,1500 Block Of Pacific  Avenue,Russian Hill
M081801,200 Block Of 9th  Street,South of Market
M081795,600 Block Of Ashbury  Street,Haight Ashbury
M081800,2300 Block Of Mission  Street,Mission
M081799,1100 Block Of Market  Street,South of Market
M081797,600 Block Of Ashbury  Street,Haight Ashbury
M081790,600 Block Of Ofarrell  Street,Tenderloin
M081792,1700 Block Of Page  Street,Haight Ashbury
M081791,1700 Block Of Page  Street,Haight Ashbury
M081794,200 Block Of Lily  Street,Hayes Valley
M081793,500 Block Of South Van Ness  Avenue,Mission
M081721,900 Block Of Valencia  Street,Mission
M081725,400 Block Of Hyde  Street,Tenderloin
M081722,100 Block Of 6th  Street,South of Market
M081709,100 Block Of Winfield  Street,Bernal Heights
M081720,200 Block Of Madison  Street,Excelsior
M081724,2200 Block Of Vicente  Street,Sunset/Parkside
M081723,600 Block Of Ofarrell  Street,Tenderloin
M081716,2400 Block Of Geary  Boulevard,Presidio Heights
M081717,100 Block Of 6th  Street,South of Market
M081719,200 Block Of Lily  Street,Hayes Valley
M081718,700 Block Of Naples  Street,Excelsior
M081708,0 Block Of Douglass  Street,Castro/Upper Market
M081713,500 Block Of Ofarrell  Street,Tenderloin
M081715,300 Block Of Prospect  Avenue,Bernal Heights
M081712,100 Block Of Hyde  Street,Tenderloin
M081714,100 Block Of Beulah  Street,Haight Ashbury
M081711,3200 Block Of Clay  Street,Presidio Heights
M081710,2600 Block Of Bryant  Street,Mission
M081606,200 Block Of Silver  Avenue,Outer Mission
M081705,4500 Block Of Irving  Street,Sunset/Parkside
M081707,800 Block Of Franklin  Street,Western Addition
M081704,1100 Block Of Sutter  Street,Nob Hill
M081706,4500 Block Of Irving  Street,Sunset/Parkside
M081698,2900 Block Of Folsom  Street,Mission
M081694,200 Block Of Eddy  Street,Tenderloin
M081700,300 Block Of 24th  Avenue,Outer Richmond
M081703,2700 Block Of 24th  Street,Mission
M081696,0 Block Of Mason  Street,Tenderloin
M081695,0 Block Of Ord  Street,Castro/Upper Market
M081699,300 Block Of 24th  Avenue,Outer Richmond
M081697,600 Block Of Ellis  Strret,
M081702,2700 Block Of 24th  Street,Mission
M081605,0 Block Of Stanyan  Street,
M081701,2000 Block Of Broadway  Street,
M081689,200 Block Of Hyde  Street,Tenderloin
M081692,4300 Block Of 18th  Street,Castro/Upper Market
M081693,900 Block Of Bush  Street,Nob Hill
M081691,900 Block Of Bush  Street,Nob Hill
M081690,2000 Block Of Broadway  Street,
M081686,200 Block Of Leland  Avenue,Visitacion Valley
M081688,2500 Block Of Cabrillo  Street,Outer Richmond
M081684,1100 Block Of Gilman  Avenue,Bayview Hunters Point
M081681,3700 Block Of Webster  Street,Marina
M081683,100 Block Of Charter Oak  Avenue,Bayview Hunters Point
M081685,1900 Block Of Ulloa  Street,Sunset/Parkside
M081687,800 Block Of Bush  Street,Nob Hill
M081604,200 Block Of Lisbon  Street,Excelsior
M081682,2500 Block Of Anza  Street,Outer Richmond
M081679,0 Block Of Ord  Street,Castro/Upper Market
M081680,4400 Block Of Cabrillo  Street,Outer Richmond
M081678,300 Block Of Green  Street,North Beach
M081676,800 Block Of Bush  Street,Nob Hill
M081677,300 Block Of Green  Street,North Beach
M081675,700 Block Of 10th  Avenue,Inner Richmond
M081603,1000 Block Of Fell  Street,Hayes Valley
M081674,2600 Block Of 23rd  Street,Mission
M081673,1000 Block Of Bush  Street,Nob Hill
M081670,1200 Block Of 17th  Avenue,Inner Sunset
M081672,1000 Block Of Bush  Street,Nob Hill
M081671,0 Block Of Cervantes  Boulevard,Marina
M081665,400 Block Of 14th  Street,Mission
M081661,1900 Block Of Mcallister  Street,Lone Mountain/USF
M081663,400 Block Of 14th  Street,Mission
M081666,400 Block Of 14th  Street,Mission
M081662,400 Block Of 14th  Street,Mission
M081656,3400 Block Of Washington  Street,Presidio Heights
M081664,400 Block Of 14th  Street,Mission
M081668,1800 Block Of 15th  Street,Mission
M081601,1800 Block Of 23rd  Avenue,Sunset/Parkside
M081667,300 Block Of Shotwell  Street,Mission
M081660,0 Block Of Terra Vista  Avenue,Lone Mountain/USF
M081669,500 Block Of Eddy  Street,Tenderloin
M081658,0 Block Of Sumner  Street,South of Market
M081657,0 Block Of Sumner  Street,South of Market
M081650,100 Block Of Downey  Street,Haight Ashbury
M081659,0 Block Of Sumner  Street,South of Market
M081651,100 Block Of Downey  Street,Haight Ashbury
M081644,500 Block Of Brunswick  Street,Excelsior
M081602,1600 Block Of 9th  Avenue,Inner Sunset
M081646,800 Block Of Union  Street,Russian Hill
M081648,1100 Block Of Kearny  Street,North Beach
M081647,1400 Block Of 15th  Street,Mission
M081318,1200 Block Of 30th  Avenue,Sunset/Parkside
M081643,1300 Block Of Vallejo  Street,Russian Hill
M081645,500 Block Of Brunswick  Street,Excelsior
M081649,4400 Block Of 23rd  Street,Noe Valley
M081639,200 Block Of Eddy  Street,Tenderloin
M081642,1800 Block Of 9th  Avenue,Inner Sunset
M081640,1300 Block Of Willard  Street,Inner Sunset
M081641,200 Block Of Dolores  Street,Castro/Upper Market
M081600,200 Block Of 27th  Avenue,Outer Richmond
M081599,1600 Block Of Mason  Street,Chinatown
M081598,100 Block Of Madrid  Street,Excelsior
M081595,200 Block Of Laussat  Street,Hayes Valley
M081591,1400 Block Of 12th  Avenue,Inner Sunset
M081592,1400 Block Of 12th  Avenue,Inner Sunset
M081589,2500 Block Of 42th  Avenue,Sunset/Parkside
M081594,100 Block Of Madrid  Street,Excelsior
M081593,4200 Block Of Cesar Chavez  Street,Noe Valley
M081590,100 Block Of Madrid  Street,Excelsior
M081588,500 Block Of Ofarrell  Street,Tenderloin
M081596,100 Block Of Dolores  Street,Castro/Upper Market
M081597,2700 Block Of 44th  Avenue,Sunset/Parkside
M081584,2600 Block Of 23rd  Street,Mission
M081585,900 Block Of Stanyan  Street,Inner Sunset
M081587,900 Block Of Geary  Street,Tenderloin
M081586,900 Block Of Geary  Street,Tenderloin
M081581,700 Block Of Commercial  Street,Chinatown
M081582,600 Block Of Masonic  Avenue,Lone Mountain/USF
M081580,400 Block Of 31st  Avenue,Outer Richmond
M081583,0 Block Of Gardenside  Drive,Twin Peaks
M081317,2900 Block Of 24th  Street,Mission
M081653,1700 Block Of Stockton  Street,North Beach
M081654,600 Block Of Greenwich  Street,North Beach
